Word,Frequency,Line Number,Line Content
,,676,"Carande for þat comly: 'Bi Kryst, hit is scaþe"
,,765,And sayde 'Cros Kryst me spede!'
,,842,'Þer Kryst hit yow forȝelde.'
,,872,Þat a comloker knyȝt neuer Kryst made
,,1280,"And yowre knyȝt I becom, and Kryst yow forȝelde.'"
,,1308,Þay comly bykennen to Kryst ayþer oþer;
,,1939,"'Bi Kryst,' quoþ þat oþer knyȝt, 'Ȝe cach much sele"
,,1983,Þay bikende hym to Kryst with ful colde sykyngez.
,,2069,'Þis kastel to Kryst I kenne':
,,2122,"Cayrez bi sum oþer kyth, þer Kryst mot yow spede,"
krystes,1,51,"Þe most kyd knyȝtez vnder Krystes seluen,"
krystmasse,4,37,Þis kyng lay at Camylot vpon Krystmasse
,,737,"Bi contray cayrez þis knyȝt, tyl Krystmasse euen,"
,,910,"Comen to þat Krystmasse, as case hym þen lymped."
,,1656,As coundutes of Krystmasse and carolez newe
kyd,3,51,"Þe most kyd knyȝtez vnder Krystes seluen,"
,,1521,"And ȝe ar knyȝt comlokest kyd of your elde,"
,,2342,Ne kyd bot as couenaunde at kyngez kort schaped.
kydde,2,263,"And here is kydde cortaysye, as I haf herd carp,"
,,778,"Þat cortaysly had hym kydde, and his cry herkened."
kylled,1,2113,"Com ȝe þere, ȝe be kylled, may þe knyȝt rede,"
kyn,1,893,"Double-felde, as hit fallez, and fele kyn fischez,"
kynde,6,5,"Hit watz Ennias þe athel, and his highe kynde,"
,,261,"Þe wyȝtest and þe worþyest of þe worldes kynde,"
,,321,Þe kyng as kene bi kynde
,,473,Among þise kynde caroles of knyȝtez and ladyez.
,,1349,bi kynde;
,,2382,"To acorde me with couetyse, my kynde to forsake,"
kyndely,1,135,"And þe fyrst cource in þe court kyndely serued,"
kyng,23,37,Þis kyng lay at Camylot vpon Krystmasse
,,53,And he þe comlokest kyng þat þe court haldes;
,,57,Kyng hyȝest mon of wylle;
,,62,"Fro þe kyng watz cummen with knyȝtes into þe halle,"
,,107,"Thus þer stondes in stale þe stif kyng hisseluen,"
,,321,Þe kyng as kene bi kynde
,,340,To þe kyng he can enclyne:
,,343,"'Wolde ȝe, worþilych lorde,' quoþ Wawan to þe kyng,"
,,364,"To ryd þe kyng wyth croun,"
,,366,Þen comaunded þe kyng þe knyȝt for to ryse;
,,368,"Kneled doun bifore þe kyng, and cachez þat weppen;"
,,372,"'Kepe þe, cosyn,' quoþ þe kyng, 'þat þou on kyrf sette,"
,,463,Þe kyng and Gawen þare
,,467,"Þaȝ Arþer þe hende kyng at hert hade wonder,"
,,482,"Þe kyng and þe gode knyȝt, and kene men hem serued"
,,557,Alle þis compayny of court com þe kyng nerre
,,595,"Syþen he comez to þe kyng and to his cort-ferez,"
,,684,Who knew euer any kyng such counsel to take
,,908,"Þat is þe ryche ryal kyng of þe Rounde Table,"
,,1041,Al þe honour is your awen--þe heȝe kyng yow ȝelde!
,,1964,"Your honour at þis hyȝe fest, þe hyȝe kyng yow ȝelde!"
,,2494,"Þe kyng kyssez þe knyȝt, and þe whene alce,"
,,2515,"Þe kyng comfortez þe knyȝt, and alle þe court als"
kynge,1,393,"Clanly al þe couenaunt þat I þe kynge asked,"
kynges,3,25,"Bot of alle þat here bult, of Bretaygne kynges,"
,,100,"Þis watz þe kynges countenaunce where he in court were,"
,,111,Boþe þe kynges sistersunes and ful siker kniȝtes;
kyngez,4,186,Of a kyngez capados þat closes his swyre;
,,1051,"So kenly fro þe kyngez kourt to kayre al his one,"
,,2277,Ne kest no kauelacion in kyngez hous Arthor.
,,2342,Ne kyd bot as couenaunde at kyngez kort schaped.
kynnes,1,1887,"With comlych caroles and alle kynnes ioye,"
kyres,1,1702,"A kenet kyres þerof, þe hunt on hym calles;"
kyrf,1,372,"'Kepe þe, cosyn,' quoþ þe kyng, 'þat þou on kyrf sette,"
kyrk,1,2198,Hit is þe corsedest kyrk þat euer I com inne!'
kyrtel,1,1832,"Knit vpon hir kyrtel vnder þe clere mantyle,"
kysse,4,1304,"I schal kysse at your comaundement, as a knyȝt fallez,"
,,1502,"I am at your comaundement, to kysse quen yow lykez,"
,,1556,"At þe last scho con hym kysse,"
,,1795,"Kysse me now comly, and I schal cach heþen,"
kyssed,2,1759,"Felle ouer his fayre face, and fetly hym kyssed;"
,,1797,"Sykande ho sweȝe doun and semly hym kyssed,"
kyssedes,1,2353,Þou kyssedes my clere wyf--þe cossez me raȝtez.
kyssen,1,2474,Þay acolen and kyssen and kennen ayþer oþer
kysses,6,606,"Þenne hentes he þe helme, and hastily hit kysses,"
,,977,"He kysses hir comlyly, and knyȝtly he melez."
,,1390,And kysses hym as comlyly as he couþe awyse:
,,1506,"And comlyly kysses his face,"
,,1640,"He hent þe haþel aboute þe halse, and hendely hym kysses,"
,,1937,"Þen acoles he þe knyȝt and kysses hym þryes,"
kyssez,2,1307,Loutez luflych adoun and þe leude kyssez.
,,2494,"Þe kyng kyssez þe knyȝt, and þe whene alce,"
kyssyng,2,1490,"'Ȝet I kende yow of kyssyng,' quoþ þe clere þenne,"
,,1980,"With care and wyth kyssyng he carppez hem tille,"
kyst,2,597,"And þay hym kyst and conueyed, bikende hym to Kryst."
,,1870,Ho hatz kyst þe knyȝt so toȝt.
kysten,1,1121,Kysten ful comlyly and kaȝten her leue.
kyth,2,460,"To quat kyth he becom knwe non þere,"
,,2122,"Cayrez bi sum oþer kyth, þer Kryst mot yow spede,"
la,3,110,"And Agrauayn a la dure mayn on þat oþer syde sittes,"
,,556,"And mony oþer menskful, with Mador de la Port."
,,2448,"Þurȝ myȝt of Morgne la Faye, þat in my hous lenges,"
lace,8,217,"A lace lapped aboute, þat louked at þe hede,"
,,1831,"Ho laȝt a lace lyȝtly þat leke vmbe hir sydez,"
,,1852,"For quat gome so is gorde with þis grene lace,"
,,2032,"Ȝet laft he not þe lace, þe ladiez gifte,"
,,2228,Hit watz no lasse bi þat lace þat lemed ful bryȝt--
,,2489,"Loken vnder his lyfte arme, þe lace, with a knot,"
,,2499,"Þe luf of þe ladi, þe lace at þe last."
,,2507,"'Lo! lorde,' quoþ þe leude, and þe lace hondeled,"
lach,6,234,"Þat a haþel and a horse myȝt such a hwe lach,"
,,292,"Lepe lyȝtly me to, and lach þis weppen,"
,,1503,"Ȝe may lach quen yow lyst, and leue quen yow þynkkez,"
,,1677,"Forþy þow lye in þy loft and lach þyn ese,"
,,1683,For þe lur may mon lach when-so mon lykez.'
,,1773,"Oþer lach þer hir luf, oþer lodly refuse."
lachchez,2,1032,"Gawan gef hym god day, þe godmon hym lachchez,"
,,1871,"Thenne lachchez ho hir leue, and leuez hym þere,"
lachen,2,1030,"At þe last, when hit watz late, þay lachen her leue,"
,,1132,"Lepen vp lyȝtly, lachen her brydeles,"
laches,1,939,"Þe lorde laches hym by þe lappe and ledez hym to sytte,"
lachet,1,592,Þe lest lachet oþer loupe lemed of golde.
lachez,2,596,Lachez lufly his leue at lordez and ladyez;
,,1907,"Þe lorde lyȝtez bilyue, and lachez hym sone,"
lad,2,950,"An oþer lady hir lad bi þe lyft honde,"
,,1730,"And ȝe he lad hem bi lagmon, þe lorde and his meyny,"
ladde,2,1928,Among þe ladies for luf he ladde much ioye;
,,1990,Þen with ledes and lyȝt he watz ladde to his chambre
ladi,2,1188,"Hit watz þe ladi, loflyest to beholde,"
,,2499,"Þe luf of þe ladi, þe lace at þe last."
ladies,6,49,"With lordez and ladies, as leuest him þoȝt."
,,52,"And þe louelokkest ladies þat euer lif haden,"
,,69,"Ladies laȝed ful loude, þoȝ þay lost haden,"
,,540,Knyȝtez ful cortays and comlych ladies
,,1928,Among þe ladies for luf he ladde much ioye;
,,1955,"With laȝyng of ladies, with lotez of bordes"
ladiez,2,1087,Let þe ladiez be fette to lyke hem þe better.
,,2032,"Ȝet laft he not þe lace, þe ladiez gifte,"
ladis,1,2517,"Þat lordes and ladis þat longed to þe Table,"
lady,20,346,"And þat my legge lady lyked not ille,"
,,936,"Þe lorde loutes þerto, and þe lady als,"
,,944,"Þenne lyst þe lady to loke on þe knyȝt,"
,,950,"An oþer lady hir lad bi þe lyft honde,"
,,967,"A mensk lady on molde mon may hir calle,"
,,1209,"'God moroun, Sir Gawayn,' sayde þat gay lady,"
,,1213,Al laȝande þe lady lanced þo bourdez.
,,1219,"'Bot wolde ȝe, lady louely, þen leue me grante,"
,,1249,"'In god fayth, Sir Gawayn,' quoþ þe gay lady,"
,,1282,And ay þe lady let lyk as hym loued mych;
,,1289,"Þe lady þenn spek of leue,"
,,1300,"Couth not lyȝtly haf lenged so long wyth a lady,"
,,1473,"Þe lady noȝt forȝate,"
,,1505,"Þe lady loutez adoun,"
,,1658,And euer oure luflych knyȝt þe lady bisyde.
,,1734,"Bot þe lady for luf let not to slepe,"
,,1758,"Þe lady luflych com laȝande swete,"
,,1875,"Lays vp þe luf-lace þe lady hym raȝt,"
,,2056,Þe leue lady on lyue luf hir bityde;
,,2465,"Þat is ho þat is at home, þe auncian lady;"
ladyes,5,953,"Bot vnlyke on to loke þo ladyes were,"
,,1230,"With lordez, wyth ladyes, with alle þat lyf bere."
,,1252,Bot hit ar ladyes innoȝe þat leuer wer nowþe
,,1374,Boþe þe ladyes on loghe to lyȝt with her burdes
,,1886,"And syþen he mace hym as mery among þe fre ladyes,"
ladyez,7,473,Among þise kynde caroles of knyȝtez and ladyez.
,,596,Lachez lufly his leue at lordez and ladyez;
,,1118,"Þise lordez and ladyez, quyle þat hem lyked;"
,,1561,"Þe lede with þe ladyez layked alle day,"
,,1626,"Þe goude ladyez were geten, and gedered þe meyny,"
,,1978,Þen at þo ladyez wlonk
,,2414,"Boþe þat on and þat oþer, myn honoured ladyez,"
ladé,1,1811,"Þat mislykez me, ladé, for luf at þis tyme,"
laft,2,369,"And he luflyly hit hym laft, and lyfte vp his honde,"
,,2032,"Ȝet laft he not þe lace, þe ladiez gifte,"
laght,1,127,Þer laght withouten loþe;
lagmon,1,1730,"And ȝe he lad hem bi lagmon, þe lorde and his meyny,"
lakked,2,1251,"If I hit lakked oþer set at lyȝt, hit were littel daynté;"
,,2368,"Bot here yow lakked a lyttel, sir, and lewté yow wonted;"
lance,3,1344,Alle þe rymez by þe rybbez radly þay lance;
,,1351,Þe lappez þay lance bihynde;
,,2126,"Þat I schal lelly yow layne, and lance neuer tale"
lanced,2,1213,Al laȝande þe lady lanced þo bourdez.
,,1767,"Þay lanced wordes gode,"
lancen,1,527,"Þe leuez lancen fro þe lynde and lyȝten on þe grounde,"
langaberde,1,12,"Langaberde in Lumbardie lyftes vp homes,"
lante,1,2252,"'Nay, bi God,' quoþ Gawayn, 'þat me gost lante,"
lappe,1,939,"Þe lorde laches hym by þe lappe and ledez hym to sytte,"
lapped,2,217,"A lace lapped aboute, þat louked at þe hede,"
,,576,"His legez lapped in stel with luflych greuez,"
lappez,2,976,"Þe loueloker he lappez a lyttel in armez,"
,,1351,Þe lappez þay lance bihynde;
large,2,210,"Þe lenkþe of an elnȝerde þe large hede hade,"
,,2227,"Fyled in a fylor, fowre fote large--"
larges,1,2383,Þat is larges and lewté þat longez to knyȝtez.
largesse,1,1628,"Of þe largesse and þe lenþe, þe liþernez alse"
lasse,7,87,"His lif liked hym lyȝt, he louied þe lasse"
,,1285,Þe lasse luf in his lode for lur þat he soȝt
,,1525,"Þat euer longed to luf, lasse ne more;"
,,1830,"I schal gif yow my girdel, þat gaynes yow lasse.'"
,,1849,"Lo! so hit is littel, and lasse hit is worþy;"
,,2228,Hit watz no lasse bi þat lace þat lemed ful bryȝt--
,,2370,Bot for ȝe lufed your lyf; þe lasse I yow blame.'
lassen,1,1801,"Þat I may mynne on þe, mon, my mournyng to lassen.'"
last,11,1026,"And watz þe last of þe layk, leudez þer þoȝten."
,,1030,"At þe last, when hit watz late, þay lachen her leue,"
,,1064,"To mete þat mon at þat mere, ȝif I myȝt last;"
,,1134,Þe leue lorde of þe londe watz not þe last
,,1411,"Þenne þay louelych leȝten leue at þe last,"
,,1556,"At þe last scho con hym kysse,"
,,1569,"Til at þe last he watz so mat he myȝt no more renne,"
,,1666,"As longe as hor wylle hom last,"
,,1710,"At þe last bi a littel dich he lepez ouer a spenne,"
,,2499,"Þe luf of þe ladi, þe lace at þe last."
,,2512,And I mot nedez hit were wyle I may last;
laste,4,1123,"Vche burne to his bed watz broȝt at þe laste,"
,,1324,"Þenne fersly þay flokked in folk at þe laste,"
,,1925,"Þe lorde is lyȝt at þe laste at hys lef home,"
,,1960,Burnez to hor bedde behoued at þe laste.
lasted,1,193,"Dubbed wyth ful dere stonez, as þe dok lasted,"
lastez,1,1236,"I schal ware my whyle wel, quyl hit lastez,"
late,1,1030,"At þe last, when hit watz late, þay lachen her leue,"
later,1,542,Bot neuer þe lece ne þe later þay neuened bot merþe:
laucyng,1,1335,Lystily for laucyng þe lere of þe knot;
laumpe,1,2012,For þere watz lyȝt of a laumpe þat lemed in his chambre;
launce,4,669,"And laȝt his launce ryȝt þore,"
,,1176,"Ful oft con launce and lyȝt,"
,,2068,Þat bere his spere and launce.
,,2199,"With heȝe helme on his hede, his launce in his honde,"
launced,1,1562,"Bot þe lorde ouer þe londez launced ful ofte,"
launcelot,1,554,"Launcelot, and Lyonel, and Lucan þe gode,"
launces,1,1465,"Bot þe lorde on a lyȝt horce launces hym after,"
launde,6,768,"Abof a launde, on a lawe, loken vnder boȝez"
,,1895,Ȝet is þe lorde on þe launde ledande his gomnes.
,,2148,"Þenne loke a littel on þe launde, on þi lyfte honde,"
,,2156,"Lepez hym ouer þe launde, and leuez þe knyȝt þere"
,,2173,"Saue, a lyttel on a launde, a lawe as hit were;"
,,2335,"And loked to þe leude þat on þe launde ȝede,"
lausen,1,1785,Þat yow lausen ne lyst--and þat I leue nouþe;
lawe,5,768,"Abof a launde, on a lawe, loken vnder boȝez"
,,793,Enbaned vnder þe abataylment in þe best lawe;
,,1644,bi lawe.'
,,2173,"Saue, a lyttel on a launde, a lawe as hit were;"
,,2177,"Þe knyȝt kachez his caple, and com to þe lawe,"
lawsez,1,2378,"Þenne he kaȝt to þe knot, and þe kest lawsez,"
lay,4,37,Þis kyng lay at Camylot vpon Krystmasse
,,97,"To joyne wyth hym in iustyng, in jopardé to lay,"
,,1196,"Þe lede lay lurked a ful longe quyle,"
,,2090,Þe quyte snaw lay bisyde;
layd,2,419,"His longe louelych lokkez he layd ouer his croun,"
,,1778,With luf-laȝyng a lyt he layd hym bysyde
layde,3,156,Þat watz laȝt fro his lokkez and layde on his schulderes;
,,1191,"And layde hym doun lystyly, and let as he slepte;"
,,1481,And wyth a luflych loke ho layde hym þyse wordez:
laye,1,30,"If ȝe wyl lysten þis laye bot on littel quile,"
layk,3,1026,"And watz þe last of þe layk, leudez þer þoȝten."
,,1128,Cowþe wel halde layk alofte.
,,1514,"Is þe lel layk of luf, þe lettrure of armes;"
layke,1,1114,"And þat yow lyst for to layke, lef hit me þynkes.'"
layked,2,1555,Þay laȝed and layked longe;
,,1561,"Þe lede with þe ladyez layked alle day,"
laykez,2,262,"Preue for to play wyth in oþer pure laykez,"
,,1179,"Þus laykez þis lorde by lynde-wodez euez,"
laykyng,1,472,"Laykyng of enterludez, to laȝe and to syng,"
layne,4,1787,For alle þe lufez vpon lyue layne not þe soþe
,,1864,Bot to lelly layne fro hir lorde; þe leude hym acordez
,,2126,"Þat I schal lelly yow layne, and lance neuer tale"
,,2130,And þat lelly me layne I leue wel þou woldez.
lays,1,1875,"Lays vp þe luf-lace þe lady hym raȝt,"
layt,2,199,"He loked as layt so lyȝt,"
,,411,For þou may leng in þy londe and layt no fyrre--
layte,1,449,"And layte as lelly til þou me, lude, fynde,"
laytes,1,355,"And lest lur of my lyf, quo laytes þe soþe--"
laþe,1,2509,Þis is þe laþe and þe losse þat I laȝt haue
laþed,1,2405,Þer laþed hym fast þe lorde
laȝande,5,991,"Þus wyth laȝande lotez þe lorde hit tayt makez,"
,,1071,"Þenne laȝande quoþ þe lorde, 'Now leng þe byhoues,"
,,1208,Wyth lyppez smal laȝande.
,,1213,Al laȝande þe lady lanced þo bourdez.
,,1758,"Þe lady luflych com laȝande swete,"
laȝe,2,464,"At þat grene þay laȝe and grenne,"
,,472,"Laykyng of enterludez, to laȝe and to syng,"
laȝed,7,69,"Ladies laȝed ful loude, þoȝ þay lost haden,"
,,912,"Loude laȝed he þerat, so lef hit hym þoȝt,"
,,1082,"Þenne watz Gawan ful glad, and gomenly he laȝed:"
,,1116,"So sayde þe lorde of þat lede; þay laȝed vchone,"
,,1291,"Þenne ho gef hym god day, and wyth a glent laȝed,"
,,1399,"Þay laȝed, and made hem blyþe"
,,1555,Þay laȝed and layked longe;
laȝen,1,2516,"Laȝen loude þerat, and luflyly acorden"
laȝes,1,316,Wyth þis he laȝes so loude þat þe lorde greued;
laȝez,1,1480,"Settez hir softly by his syde, and swyþely ho laȝez,"
laȝt,9,156,Þat watz laȝt fro his lokkez and layde on his schulderes;
,,328,"Lyȝtly lepez he hym to, and laȝt at his honde."
,,433,"Laȝt to his lufly hed, and lyft hit vp sone;"
,,669,"And laȝt his launce ryȝt þore,"
,,974,Wyth leue laȝt of þe lorde he lent hem aȝaynes;
,,1831,"Ho laȝt a lace lyȝtly þat leke vmbe hir sydez,"
,,2063,"His schalk schewed hym his schelde, on schulder he hit laȝt,"
,,2501,Þat he laȝt for his vnleuté at þe leudes hondes
,,2509,Þis is þe laþe and þe losse þat I laȝt haue
laȝter,2,1218,And þus he bourded aȝayn with mony a blyþe laȝter.
,,1624,"Þe lorde ful lowde with lote and laȝter myry,"
laȝyng,1,1955,"With laȝyng of ladies, with lotez of bordes"
lece,2,474,"Neuer þe lece to my mete I may me wel dres,"
,,542,Bot neuer þe lece ne þe later þay neuened bot merþe:
ledande,1,1895,Ȝet is þe lorde on þe launde ledande his gomnes.
lede,13,98,"Lede, lif for lyf, leue vchon oþer,"
,,126,Iche lede as he loued hymselue
,,258,"Bot for þe los of þe, lede, is lyft vp so hyȝe,"
,,541,"Al for luf of þat lede in longynge þay were,"
,,836,Þenne þe lorde of þe lede loutez fro his chambre
,,852,To lede a lortschyp in lee of leudez ful gode.
,,1066,"And I wolde loke on þat lede, if God me let wolde,"
,,1116,"So sayde þe lorde of þat lede; þay laȝed vchone,"
,,1196,"Þe lede lay lurked a ful longe quyle,"
,,1470,"Whyle oure luflych lede lys in his bedde,"
,,1561,"Þe lede with þe ladyez layked alle day,"
,,2060,"And ȝif I myȝt lyf vpon londe lede any quyle,"
,,2097,"And ȝe ar a lede vpon lyue þat I wel louy,"
leden,1,980,"Þay tan hym bytwene hem, wyth talkyng hym leden"
leder,1,681,"A lowande leder of ledez in londe hym wel semez,"
ledes,3,1033,"Ledes hym to his awen chambre, þe chymné bysyde,"
,,1517,"How ledes for her lele luf hor lyuez han auntered,"
,,1990,Þen with ledes and lyȝt he watz ladde to his chambre
ledez,5,38,"With mony luflych lorde, ledez of þe best,"
,,681,"A lowande leder of ledez in londe hym wel semez,"
,,939,"Þe lorde laches hym by þe lappe and ledez hym to sytte,"
,,1171,"Þe ledez were so lerned at þe loȝe trysteres,"
,,1232,"My lorde and his ledez ar on lenþe faren,"
lee,2,852,To lede a lortschyp in lee of leudez ful gode.
,,1894,"Now hym lenge in þat lee, þer luf hym bityde!"
lef,3,912,"Loude laȝed he þerat, so lef hit hym þoȝt,"
,,1114,"And þat yow lyst for to layke, lef hit me þynkes.'"
,,1925,"Þe lorde is lyȝt at þe laste at hys lef home,"
lege,1,546,"'Now, lege lorde of my lyf, leue I yow ask;"
legez,1,576,"His legez lapped in stel with luflych greuez,"
legge,1,346,"And þat my legge lady lyked not ille,"
leggez,1,2230,"Boþe þe lyre and þe leggez, lokkez and berde,"
leke,1,1831,"Ho laȝt a lace lyȝtly þat leke vmbe hir sydez,"
lel,2,35,"With lel letteres loken,"
,,1514,"Is þe lel layk of luf, þe lettrure of armes;"
lele,1,1517,"How ledes for her lele luf hor lyuez han auntered,"
lelly,4,449,"And layte as lelly til þou me, lude, fynde,"
,,1864,Bot to lelly layne fro hir lorde; þe leude hym acordez
,,2126,"Þat I schal lelly yow layne, and lance neuer tale"
,,2130,And þat lelly me layne I leue wel þou woldez.
